,0,Irony,Offensive,Emotion,Stress Score,Topics
12481,"let hindus vote for bjp what have with that want know the fulfilled promises modi govt thought you would comfortably count them but ,1",non_irony,not-offensive,anger,189.85263376678287,"['news_&_social_concern', 'diaries_&_daily_life', 'other_hobbies']"
114538,"for apparent mistake iaf modi responsible  mean did really goto college ,1",non_irony,not-offensive,sadness,209.53350375635998,"['learning_&_educational', 'youth_&_student_life', 'news_&_social_concern']"
3560,"years ago modi said lakhs wud given each indian said black money wud brought back did spoke acche din but destroyed the country spoke jobs gave fyi hitler modi the master ceo fraud schemes fake marketing,-1",irony,not-offensive,anger,430.45625027188805,"['business_&_entrepreneurs', 'news_&_social_concern', 'other_hobbies']"
18003,"per the survey modi govts performance score the top voters priorities below average
,1",non_irony,not-offensive,sadness,239.46699083850405,"['news_&_social_concern', 'diaries_&_daily_life', 'business_&_entrepreneurs']"
47469,"plz sir little bit correction are nuclear power since 1974 smiling buddha vajpayee jis time its improved
yes space leadership our current shri narendra modi ,-1",non_irony,not-offensive,optimism,877.1400341888938,"['news_&_social_concern', 'science_&_technology', 'learning_&_educational']"
123837,"from modis speech demonization hum toh fakeer aadmi hain jhola chal padenge
nice twisted ,1",irony,not-offensive,anger,299.57736251979304,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
83873,"did see the empty chairs kanwal the modi stooge ,-1",non_irony,not-offensive,anger,194.30305351245096,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
5050,"modi promised 2cr employment per year and given ौा ौीा ोा ।,0",non_irony,not-offensive,joy,146.92806387536095,"['news_&_social_concern', 'business_&_entrepreneurs', 'other_hobbies']"
74246,"disaster called modi ,0",irony,not-offensive,anger,128.432140000577,"['news_&_social_concern', 'film_tv_&_video', 'celebrity_&_pop_culture']"
80004,"god gives you lots power for this work safe and ahead all indians stand behind you sir our honorable shri narendra damodardas modi jai hind bharat mara jai vande mataram,1",non_irony,not-offensive,optimism,-73.863281994614,"['news_&_social_concern', 'other_hobbies', 'diaries_&_daily_life']"
48175,"indian scientists were always genius but they were chained cong govts lack will modi gave them the support they needed snd result ,0",irony,not-offensive,sadness,353.32711147752224,"['news_&_social_concern', 'science_&_technology', 'learning_&_educational']"
89675,"rafael bhul gaye beta modi scheme are scams who made corruption legal india why let corrupt people joined his party and given tickets who legalised the foreign funding why big corrupt people upa are roaming free,-1",irony,offensive,anger,495.41924275423116,"['news_&_social_concern', 'business_&_entrepreneurs', 'celebrity_&_pop_culture']"
161789,"ageed but the difference that modi didn’ runaway from his strong seat gujarat like pappu doing amethi which pretty much family property,1",non_irony,not-offensive,anger,388.181831507148,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
14325,"and librandus says modi after media prooves media still free india ,1",irony,not-offensive,anger,342.69703174199105,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
106708,"after asat testing modi asks nsa ajit doval prepare draft space doctrine,0",irony,not-offensive,anger,-39.99339548289903,"['news_&_social_concern', 'celebrity_&_pop_culture', 'science_&_technology']"
137505,"modi blames cong for infiltration problems assam rest northeast ,0",irony,not-offensive,sadness,111.05571942857802,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
134383,"bringing along report card asserted energy hub fulfilling all dreams via ,0",irony,not-offensive,optimism,147.41471165032,"['diaries_&_daily_life', 'other_hobbies', 'business_&_entrepreneurs']"
115628,"nirav modis attorney conditions that defence suggests for bail house arrestelectronic monitoring that are more stringent than usual including all day electronic tag monitoringreporting local police station give him special phone that could accessed authorities,1",non_irony,not-offensive,anger,1144.9595726022062,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
51281,"indian but not with modi first check self patriot not ,1",non_irony,not-offensive,anger,462.3231086194701,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
156894,"dream country among the most developed country the world its always good see you interacting with people narendra modi ,1",irony,not-offensive,joy,62.009235285216945,"['news_&_social_concern', 'travel_&_adventure', 'diaries_&_daily_life']"
89605,"why all this happening not modi because the vote the people your vote 2014 brought you can see the value your vote modi his jammu rally,0",non_irony,not-offensive,anger,118.487661141593,"['news_&_social_concern', 'diaries_&_daily_life', 'other_hobbies']"
150133,"love you always modi ❤
take bow‍♂️‍♂️ happy
stay healthy and safe
jai hind ‍♂️‍♂️,1",non_irony,not-offensive,joy,-83.924780415444,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
7286,"hehe whrs 4lac black money tht modi promised bring back whrs jobswhrs price petrol now plenty morekabhi tym mile ispe bhi gaur karo bhakt,-1",non_irony,not-offensive,anger,387.39651427705803,"['news_&_social_concern', 'business_&_entrepreneurs', 'other_hobbies']"
61178,"when pappu announce 72000 offer for votes nobody have problem but when modi announce something which matter national security everyone lost their minds,0",irony,not-offensive,anger,107.83437100970798,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
159944,"ayenge modi phir power main don’ deserve anything simply good for nothing,1",non_irony,not-offensive,anger,332.9367918698149,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
127441,"modi arrives arunachals aalo address mega rally shortly ,0",irony,not-offensive,joy,-180.18695490413802,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
15687,"rajdeep dont know whats wrong with you late modi powerful only papers and jumlas what has done powerful,-1",non_irony,not-offensive,anger,-273.39592195921,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
130234," chandrababu uturn naidu left nda after questioned corruption modi andhra rally ndtv ,0",non_irony,not-offensive,anger,-117.7000318814841,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
76141,"everything possible with modi ,0",irony,not-offensive,anger,370.795333761881,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
36498,"journalist come out with actual riotskilling each year from 2004 till now see which period less prove modi fared poorly with ’ without doing creating fear physic with headlines only help your corrupt political friends equally corrupt,-1",irony,not-offensive,anger,1251.897592235046,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
91652,"they wouldnt have argued modi would have said ,0",non_irony,not-offensive,anger,5.579183566564993,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
19355,"take money save jet airways vijay mallya tells banks slams modi govt read here ,0",irony,not-offensive,anger,-142.21547852474302,"['news_&_social_concern', 'business_&_entrepreneurs', 'science_&_technology']"
80256,"haters gonna hate modi but few deeds which none foresaw implemented with sincerity the use solar power which made our country leader,-1",non_irony,not-offensive,optimism,244.00115008523915,"['news_&_social_concern', 'science_&_technology', 'diaries_&_daily_life']"
45255,"credit goes our intelligent scientist and bcoz der hardwork all happenswhy modi taking all creditkya missile modi khud udaye the,1",non_irony,not-offensive,optimism,635.933419015469,"['science_&_technology', 'news_&_social_concern', 'learning_&_educational']"
53389,"
after hearing half way through modis speech bhakts like ,-1",irony,not-offensive,anger,114.99252780202698,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
62071,"narendra modi claimed down loworbit satellite via shakti via ,-1",irony,not-offensive,sadness,392.182213417566,"['news_&_social_concern', 'science_&_technology', 'learning_&_educational']"
105437,"hard work never bring stress always brings satisfaction – narendra modi ,-1",non_irony,not-offensive,optimism,96.22541873308498,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
20125,"like pratham simha mysore will also win blore south with the modi wave trust need young politicians take revolutionary decisions,1",irony,not-offensive,optimism,718.5421677171101,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
106181,"‘ party name appeal for votes’ may give clean chit modi over mission shakti speech row – news18 ,1",irony,not-offensive,optimism,251.3816114269319,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
157440,"perfectly put modi has delivered like municipality zero macros,1",irony,not-offensive,joy,468.81193930850407,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
46394,"live images narendra modis new space army ,1",irony,not-offensive,joy,45.130091652346,"['news_&_social_concern', 'science_&_technology', 'film_tv_&_video']"
125443,"had deal with modi keep him out jail and himself destroy congress,-1",non_irony,not-offensive,anger,315.0572520285921,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
115126,"the leader sets the pace when fawnimg reporter editor chief asked honble modi who 2019 proudly says there nobody because the people have decided reelection this modis nemesis not acknowleding his challenger history about deliver lesson again,1",irony,not-offensive,anger,596.886720094438,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
152090,"why bjp using modi icon get votes from people this party does not have guts ask voters rssbjp agenda why this national political party dependent individual they dont have confidence partymanifesto shame your confidencepoliciesplease think,0",non_irony,not-offensive,anger,753.9521817666523,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
