,0,Irony,Offensive,Emotion,Stress Score,Topics
4711,"2nd one is a trinidadian headdress i believe, which is nicki's home country. im silent on the other 3 tho 
Briana just sat her ass there while Matt said he's done with her sister? This chic!  She deserves everything she gets! #LittleWomenLA 
My Twitter feed just blew up with the fact Paper Towns is out tomorrow 
Who watched the LSU game on last Saturday @user  was da true best 
@user @user if you don't know why people hate Tony Blair maybe wonder if you're in the right party? Writing for the Sun don't help 
@user I think anything featuring Hulk Hogan may be on it's way out, so I'd better hurry. ",irony,offensive,anger,1676.9979184049948,"['celebrity_&_pop_culture', 'news_&_social_concern', 'film_tv_&_video']"
12632,"My wife said, after seeing this: ""I think my 15 year love affair with Tom Brady may be coming to an end"" 
RT@NBCNews A dramatic hearing today in the case of Amanda Knox, the American woman convicted of murder in Italy. STORY: ",irony,not-offensive,sadness,600.2509402655584,"['sports', 'celebrity_&_pop_culture', 'news_&_social_concern']"
23299,"Studs on Sunday - John Henson, Adam Morrison - the Bucks top to bottom-Talor Battle (LAC)  - also the All-Stars/MVPs ",non_irony,not-offensive,joy,-207.840101544307,"['sports', 'film_tv_&_video', 'celebrity_&_pop_culture']"
16518,HBO comedian Bill Maher made the case Tuesday night for ousting 2nd District Republican Rep. John Kline via @user ,irony,not-offensive,joy,475.959329061884,"['news_&_social_concern', 'film_tv_&_video', 'celebrity_&_pop_culture']"
27891,yesterday I bonded with a 9th grader over our mutual love for justin bieber and disdain for non-iphones ,irony,not-offensive,joy,174.43776029213495,"['youth_&_student_life', 'learning_&_educational', 'diaries_&_daily_life']"
5682,Cameron: Tony Blair of the Cons! May he have the same legacy! ,irony,not-offensive,optimism,-163.953021095575,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
18456,everyone who sat around me at metlife was so annoying but i didnt let it ruin such an amazing night ,irony,not-offensive,anger,258.844236750036,"['diaries_&_daily_life', 'relationships', 'other_hobbies']"
3549,"Record crowd at Expo Sep 5: (ANSA) - Milan, September 7 - A single-day record 200,919 visitors flocked to the ... 
Thank God we now have August 9th as the day Frank Gifford died instead of it being the day Michael Brown died. 
Is anyone interested in going to the Ed Sheeran concert tomorrow at 7pm? I'm selling one of my tickets :) 
Tomorrow night we play David Bowie music at the inauguration of his famous exhibition in the Groninger Museum -... 
Cbb\u002c may just starve till she gets in. 
@user can't wait for sunday at #Battleground randy orton is going to distroy sheamus. 
Alabama : Trent Richardson on cover of SI:  The junior running back is featured on the August 22 issue, alongsid... ",non_irony,not-offensive,joy,1956.8670319663443,"['celebrity_&_pop_culture', 'music', 'news_&_social_concern']"
11451,Tried to get Pope tickets but it sold out hotter than any concert!  Will try tomorrow at noon! ,irony,not-offensive,sadness,183.3607102041792,"['music', 'arts_&_culture', 'celebrity_&_pop_culture']"
18735,I so miss the colliding helmets ABC Monday Night Football use to do. Plus the storytelling element that Frank Gifford and Bob Costas did ,irony,not-offensive,joy,317.84291121335826,"['sports', 'film_tv_&_video', 'celebrity_&_pop_culture']"
16022,[Sportsnet: Sports Net] Ortiz posts club-record 9th 30 homer season with Red Sox #BlueJays #Jays ,irony,not-offensive,joy,21.746817585658004,"['sports', 'news_&_social_concern', 'gaming']"
21707,What if Caitlyn Jenner is building up the greatest April fools prank of all time...? #StillADude ? ,irony,not-offensive,joy,517.1525773531938,"['celebrity_&_pop_culture', 'news_&_social_concern', 'diaries_&_daily_life']"
1996,Bea's album tonight and then Calibraska tomorrow yall know who's gonna get turnt tf up #notanapology #CalibraksaEP ,non_irony,offensive,anger,-393.500065030831,"['music', 'celebrity_&_pop_culture', 'news_&_social_concern']"
22303,Pic: Jose Mourinho with Sun mingming (Chinese Basket ball player & one of the tallest men on earth.)  ,irony,not-offensive,joy,187.43276580615606,"['sports', 'celebrity_&_pop_culture', 'news_&_social_concern']"
23978,The complete stupidity of the WWE constantly kissing up to Rousey when she has no say in if she can do Mania #RAW ,irony,offensive,anger,281.41002706984096,"['sports', 'celebrity_&_pop_culture', 'film_tv_&_video']"
25274,Nice 2c @user safely in the UK &amp; able to report her 1st hand knowledge of Saudi Arabia's war attrocities in #Yemen &amp; UK's role in it. ,irony,not-offensive,optimism,361.30555355686494,"['news_&_social_concern', 'diaries_&_daily_life', 'other_hobbies']"
11962,Watching the Rousey fight for the 10th time. This woman just motivates me dude. ,irony,not-offensive,joy,366.0922176180251,"['sports', 'film_tv_&_video', 'celebrity_&_pop_culture']"
16778,Celebrity Big Brother to stage a fake double eviction with a twist on Friday - Metro ,irony,not-offensive,joy,462.8149627754301,"['film_tv_&_video', 'celebrity_&_pop_culture', 'news_&_social_concern']"
16979,I think I may have finally figured it all out and understand the big picture Currently in a state of nirvana and I've never felt more ______ ,non_irony,not-offensive,joy,148.61037599117907,"['diaries_&_daily_life', 'other_hobbies', 'music']"
31014,"Bernie Sanders will be news when he collapses - ""the corporate press is the cancer of truth"" - me - i'm a survivor - ",irony,not-offensive,sadness,326.73513145184705,"['news_&_social_concern', 'celebrity_&_pop_culture', 'business_&_entrepreneurs']"
34884,"Briana's 20th bday bash in January , just wait on it. ",irony,not-offensive,joy,77.98971134480102,"['diaries_&_daily_life', 'relationships', 'family']"
20362,Andre\u2019s Wigan Warning: Wigan might currently occupy 15th place in the Premier League\u002c but Andre Villas-Boas is w... ,non_irony,not-offensive,optimism,446.66209195349904,"['sports', 'celebrity_&_pop_culture', 'news_&_social_concern']"
9053,I hope we don\u2019t go to the NINERS game onda 11th. BUT\u002c I wouldn\u2019t mind meetin\u2019 up widd my boo\u002c KYLE WILLIAMS inda loccer room & stuff. Lmfao! ,non_irony,not-offensive,joy,95.04872909834302,"['sports', 'diaries_&_daily_life', 'relationships']"
28206,Its been 2 days since I last listened to #SuperScoreboard & I come back tonight & Rangers Debts is the 1st subject I hear. CHANGE THE RECORD ,non_irony,not-offensive,anger,-3.343486263645989,"['music', 'celebrity_&_pop_culture', 'film_tv_&_video']"
5721,I just got tix to Sam Smith on Oct 5. Let the countdown begin! @user ,non_irony,not-offensive,joy,190.97385375531692,"['music', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
16221,ICYMI: The new YA coming of age story PAPER TOWNS may be a tad cliche but it finishes strong and boasts a good cast ,irony,not-offensive,joy,95.64308989143494,"['film_tv_&_video', 'arts_&_culture', 'diaries_&_daily_life']"
14525,Oh it's Thursday! New ep of Naruto? >:) Probably fillers but let's go! ,non_irony,not-offensive,joy,48.585171078426,"['film_tv_&_video', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
12113,"Advert for Apple Watch features a birth scene, with the caption ""delivery times may vary"" #winner ",irony,not-offensive,joy,353.39493084270504,"['science_&_technology', 'business_&_entrepreneurs', 'other_hobbies']"
18192,"There you, go, Vermalen. You don't clear it, and disaster strikes, especially if Van Persie is in the area. ManU up, 1-0, in the 3rd minute. ",irony,not-offensive,sadness,666.8977204270791,"['sports', 'news_&_social_concern', 'celebrity_&_pop_culture']"
2175,"I have 2 tickets for Jason Aldean, Cole Swindell, and Tyler Farr on September 3rd. Text me if you want them ",non_irony,not-offensive,joy,-49.84106984559906,"['celebrity_&_pop_culture', 'music', 'sports']"
31414,Starting off our Tuesday we have one from Idea.  Bee Gees with Down To Earth ,non_irony,not-offensive,joy,-75.451140985117,"['film_tv_&_video', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
28949,@user we dont care about Carling Cup! Save it for #Looserpool! Yeah we lose also i wont be crying all night long on wednesday night! ,irony,not-offensive,sadness,44.38008034148499,"['sports', 'diaries_&_daily_life', 'news_&_social_concern']"
33074,"@user But Milan lost the cup, will they qualify to Europa league, but the champion is Juventus and they are 3rd in league?"" ",irony,not-offensive,sadness,215.74307123515698,"['sports', 'gaming', 'news_&_social_concern']"
928,Tomorrow she is @user reporter at Davos for Geeks. Perhaps she\u2019ll bring us home an internet gazillionaire instead ,irony,not-offensive,joy,247.59999798476704,"['news_&_social_concern', 'film_tv_&_video', 'business_&_entrepreneurs']"
24002,"@user @user @user @user Refugee's did not carry out the Charlie Hebdo or the Paris attacks on Friday, you prejudice idiot."" ",irony,offensive,anger,444.535025192926,"['news_&_social_concern', 'film_tv_&_video', 'diaries_&_daily_life']"
11275,"@user from the Information Point either on Saturday at the Copthorne Hotel 12noon-4pm, or from the NIA on Sunday morning from 7am."" ",non_irony,not-offensive,joy,23.611114969218992,"['travel_&_adventure', 'news_&_social_concern', 'diaries_&_daily_life']"
27940,Get on down to AB field in Albion tomorrow for the QLD v NSW shield match starting at 10am. Promises to be a cracker! @user #bulls ,non_irony,not-offensive,joy,231.6107568925941,"['sports', 'gaming', 'diaries_&_daily_life']"
19379,"But whatever The Sun says ( well most) come out true  And most media said Zayn will leave, he did  Baby rumours are confirmed by Louis ",irony,not-offensive,sadness,69.46074123974297,"['celebrity_&_pop_culture', 'news_&_social_concern', 'music']"
8232,"Monday Night #RAW: Roman Reigns, Dean Ambrose, Luke Harper and Bray Wyatt put on a good fight tonight. 
Monday Night Raw tonight and we have one thing confirmed... Sheamus takes on Randy Orton at Battleground! 
Kanye West, greatest human on earth, announced Sunday that he will be running for president of the United States... ",irony,not-offensive,joy,-143.915041623727,"['sports', 'celebrity_&_pop_culture', 'news_&_social_concern']"
10392,"@user Nina, Could you share with readers, Last Year in the Life of Marilyn Monroe, Vol1 is free today and Fri! ",non_irony,not-offensive,joy,303.31015428893704,"['celebrity_&_pop_culture', 'arts_&_culture', 'news_&_social_concern']"
5519,"David Price lost a late lead against the Yankees in Friday's 4-3 defeat, allowing three runs on 11 hits over 7 1/3 innings. ",irony,not-offensive,sadness,368.23740858427686,"['sports', 'news_&_social_concern', 'gaming']"
12017,Yelawolf is still the best Yelawolf - Billy Crystal Feat Rockcity On screen lyrics: via #DGITjustbecause he took 4th ,non_irony,not-offensive,joy,342.4536253874951,"['celebrity_&_pop_culture', 'music', 'sports']"
9999,"Acta on Choo getting thrown out at 2B with 1 out and down by 2 in 9th. \""""You have give the tying run a chance to come to the plate.\"""" ",irony,not-offensive,sadness,265.678774427605,"['sports', 'news_&_social_concern', 'diaries_&_daily_life']"
6252,"what a beautiful saturday night with my pretty clothes."" ",irony,not-offensive,joy,127.35361753816002,"['diaries_&_daily_life', 'fashion_&_style', 'other_hobbies']"
34548,Gulf markets surge ahead of Saudi budget: Gulf stock markets edged higher on Sunday with Saudi Arabia rising i... ,irony,not-offensive,joy,398.4822889148569,"['news_&_social_concern', 'business_&_entrepreneurs', 'other_hobbies']"
31051,#AppleEvent is about to start! Watch Apple's live stream here: ,irony,not-offensive,joy,45.64225050370304,"['science_&_technology', 'film_tv_&_video', 'business_&_entrepreneurs']"
28170,Attending #WIFLC with our chapter on Sunday? Please bring items for the charity event. Check @user FB for more info. #DECALove ,non_irony,not-offensive,joy,296.80599704843297,"['news_&_social_concern', 'other_hobbies', 'business_&_entrepreneurs']"
15377,British Invasion: Hollywood Summer Nights goes UK with THE LADYKILLERS on Aug 23 ,irony,not-offensive,joy,361.60460810040206,"['film_tv_&_video', 'arts_&_culture', 'celebrity_&_pop_culture']"
13701,Remus Lupin is the best Harry Potter charater in my mind ,irony,not-offensive,joy,194.19142319337595,"['film_tv_&_video', 'celebrity_&_pop_culture', 'arts_&_culture']"
5176,Today is about to become our new favorite holiday. It's official: July 19th is National Ice Cream Day! We found... ,irony,not-offensive,joy,401.12336610079115,"['food_&_dining', 'diaries_&_daily_life', 'arts_&_culture']"
20482,@user hangover city on a Sunday morning - we might not even make it back to the hotel to sleep if we end up in GAY :)) ,irony,not-offensive,sadness,200.08930207201294,"['diaries_&_daily_life', 'travel_&_adventure', 'food_&_dining']"
3820,Floyd Mayweather has just revealed his opponent in his last fight ever on September 12.   Will you watch it? ,non_irony,not-offensive,joy,259.3249232032479,"['sports', 'news_&_social_concern', 'celebrity_&_pop_culture']"
740,I\u2019ve watched the Benji 30 for 30 before and this 2nd time hurt. Kinda hits home. Thinkin bout the homie Darrell. #RIPDT ,non_irony,not-offensive,sadness,509.07596943288803,"['film_tv_&_video', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
13342,Ted Cruz dusted off a joke about Chuck Norris's pajamas to wish Jim DeMint a happy birthday Wednesday. ,irony,not-offensive,joy,82.74530660232298,"['celebrity_&_pop_culture', 'news_&_social_concern', 'diaries_&_daily_life']"
1288,I am going to see Aesop Rock and Rob Sonic  on Fri Aug 3rd at Irving Plaza NYC. If anyone wants a ride up to the show\u002c I have room for 2. ,non_irony,not-offensive,joy,-25.191296715646022,"['music', 'arts_&_culture', 'celebrity_&_pop_culture']"
7417,Cofield should have hopped off the DM sticks after his 3rd year. Niggas was tired of him lol ,irony,offensive,anger,360.90291182609707,"['sports', 'news_&_social_concern', 'diaries_&_daily_life']"
5364,I just entered to win 2 tickets to see Zac Brown Band on September 5th! You can enter too! Thanks Hoffman Ford! ,non_irony,not-offensive,joy,-207.00075757360804,"['music', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
5198,"Live Tweeting Thursday continues with Nirvana's next album, ""Nevermind."" Let's go! #Nirvana #Nevermind #LiveTweetingThursday ",non_irony,not-offensive,joy,612.247340129611,"['music', 'celebrity_&_pop_culture', 'film_tv_&_video']"
